,Site_Id,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),AirTemp (C)
735,A,0.0,,6.5,0.8,0.9,29.0,,83.0,28.33333333
736,A,0.0,5.6,6.5,0.6,0.9,20.0,,64.0,17.77777778
737,A,,,,0.5,0.8,,,58.0,14.44444444
738,A,0.0,2.9,6.5,0.1,0.8,24.0,,76.0,24.44444444
739,A,1.0,,7.5,0.5,0.7,14.0,,56.0,13.33333333
740,A,1.0,8.1,7.0,0.45,0.8,,,59.0,15.0
741,A,2.0,,7.0,0.7,0.95,9.0,,48.0,8.888888889
742,B,0.0,6.6,7.0,0.2,0.2,13.0,,53.0,11.66666667
743,B,0.0,,7.0,0.5,0.5,6.0,,50.0,10.0
744,B,0.0,6.4,7.5,0.5,0.5,7.0,,44.0,6.666666667
745,B,1.0,,7.5,0.48,0.48,15.0,,58.0,14.44444444
746,B,2.0,3.2,,0.3,0.3,12.0,,33.0,0.555555556
747,B,0.0,,7.5,0.3,0.3,20.0,,67.0,19.44444444
748,B,0.0,7.3,7.5,0.6,0.6,25.0,,76.0,24.44444444
749,B,0.0,8.5,9.5,0.1,0.1,25.1,,72.0,22.22222222
750,B,0.0,,7.0,0.2,0.2,26.0,,73.0,22.77777778
751,B,0.0,3.6,,0.3,0.3,26.0,,77.0,25.0
752,B,0.0,,7.5,0.1,0.1,28.0,,76.0,24.44444444
753,B,0.0,3.2,7.0,0.2,0.2,25.0,,77.0,25.0
754,B,0.0,,7.5,0.1,0.1,29.0,,83.0,28.33333333
755,B,0.5,5.5,7.0,0.15,0.15,18.0,,64.0,17.77777778
756,B,1.0,,8.0,0.2,0.2,11.0,,58.0,14.44444444
757,B,1.0,4.7,7.0,0.15,0.15,25.0,,76.0,24.44444444
758,B,1.0,,8.0,0.2,0.2,13.5,,56.0,13.33333333
759,B,1.0,8.8,7.5,0.75,0.2,12.0,,58.0,14.44444444
760,B,2.0,,7.0,0.3,0.3,9.0,,48.0,8.888888889
761,C,0.0,,7.0,0.55,0.55,13.0,,53.0,11.66666667
762,C,0.0,,7.0,0.6,0.6,6.0,,50.0,10.0
763,C,0.0,,7.0,0.8,0.8,7.0,,45.0,7.222222222
764,C,1.0,3.2,7.0,0.7,0.7,14.0,,58.0,14.44444444
765,C,2.0,,7.0,0.4,0.4,12.0,,53.0,11.66666667
766,C,0.0,5.6,7.0,0.4,0.4,18.0,,65.0,18.33333333
767,C,1.0,,7.0,0.4,0.4,24.0,,76.0,24.44444444
768,C,1.0,3.3,7.0,0.7,0.7,,,60.0,15.55555556
769,C,0.0,,7.0,4.0,4.0,,,72.0,22.22222222
770,C,0.0,4.5,7.0,0.5,0.5,24.0,,73.0,22.77777778
771,C,0.0,,7.5,0.3,0.3,27.0,,77.0,25.0
772,C,0.0,4.7,7.0,0.35,0.35,28.0,,75.0,23.88888889
773,C,0.0,,7.0,0.5,0.5,25.0,,77.0,25.0
774,C,0.0,4.7,7.0,0.15,0.15,27.0,,83.0,28.33333333
775,C,1.0,,7.0,0.6,0.6,20.0,,64.0,17.77777778
776,C,1.0,5.6,7.5,0.15,0.15,14.0,,58.0,14.44444444
777,C,1.0,,7.0,0.3,0.3,24.0,,76.0,24.44444444
778,C,,7.6,7.5,0.2,0.2,,,56.0,13.33333333
779,C,1.0,,7.5,0.25,0.25,13.0,,59.0,15.0
780,C,,6.8,7.0,0.5,0.5,8.0,,48.0,8.888888889
781,D,0.0,,6.5,1.0,1.9,12.0,,53.0,11.66666667
782,D,0.0,7.4,6.0,1.2,1.5,6.0,,46.0,7.777777778
783,D,,,6.5,,,7.0,,45.0,7.222222222
784,D,1.0,8.7,6.5,0.7,1.5,,,58.0,14.44444444
785,D,2.0,,6.0,1.2,1.4,12.0,,53.0,11.66666667
786,D,0.0,6.8,,1.1,1.5,16.0,,65.0,18.33333333
787,D,0.0,,6.5,1.0,1.5,25.0,,75.0,23.88888889
788,D,0.0,5.8,6.5,0.8,1.5,,,60.4,15.77777778
789,D,0.0,,6.5,0.3,1.5,25.0,,72.0,22.22222222
790,D,0.0,4.3,6.0,0.5,1.5,25.0,,72.7,22.61111111
791,D,0.0,,6.0,0.4,1.4,27.0,,77.0,25.0
792,D,0.0,2.9,6.5,0.5,1.4,28.0,,75.0,23.88888889
793,D,1.0,,6.5,0.6,1.6,25.0,,77.0,25.0
794,D,0.0,4.7,6.5,0.5,1.5,28.0,,82.0,27.77777778
795,D,1.0,,6.5,0.5,1.6,19.0,,64.0,17.77777778
796,D,1.0,4.4,6.5,1.1,1.5,14.0,,57.0,13.88888889
797,D,1.0,6.5,6.5,1.2,1.4,14.5,,56.0,13.33333333
798,D,1.0,,6.0,1.5,1.5,11.0,,59.0,15.0
799,D,2.0,7.1,6.0,1.5,1.7,12.0,,48.0,8.888888889
800,Bay,0.0,5.1,7.0,0.3,0.6,14.0,,52.0,11.11111111
801,Bay,0.0,6.6,7.0,0.4,0.4,7.0,,45.9,7.722222222
802,Bay,0.0,,7.0,0.25,0.45,7.0,,43.0,6.111111111
803,Bay,1.0,4.1,6.5,0.3,0.9,14.0,,59.9,15.5
804,Bay,2.0,3.8,7.0,0.2,0.3,11.0,,52.9,11.61111111
805,Bay,1.0,5.8,7.0,0.3,0.6,16.0,,64.9,18.27777778
806,Bay,0.0,6.6,6.5,0.4,0.8,,,75.0,23.88888889
807,Bay,2.0,6.3,6.5,0.3,0.5,20.0,,60.4,15.77777778
808,Bay,2.0,6.8,6.5,0.4,0.8,,,69.3,20.72222222
809,Bay,0.0,4.1,7.0,0.4,0.8,24.0,,72.1,22.27777778
810,Bay,0.0,5.2,6.5,0.4,0.7,27.0,,26.5,-3.055555556
811,Bay,0.0,3.8,6.5,0.4,0.8,26.0,,74.0,23.33333333
812,Bay,0.0,7.0,7.2,0.5,0.9,25.0,,77.0,25.0
813,Bay,4.0,3.7,7.0,0.5,0.75,27.0,,81.9,27.72222222
814,Bay,1.0,6.0,6.5,0.5,0.7,,,64.0,17.77777778
815,Bay,1.0,5.8,6.5,0.4,0.55,14.0,,57.0,13.88888889
816,Bay,1.0,6.5,6.5,0.75,0.75,23.0,,76.3,24.61111111
817,Bay,3.0,8.8,6.5,0.4,0.6,14.0,,56.0,13.33333333
818,Bay,3.0,8.7,6.5,0.2,0.75,11.0,,58.0,14.44444444
819,Bay,2.0,6.9,6.0,0.4,0.7,8.0,,47.0,8.333333333
820,A,1.0,8.5,7.0,0.65,1.05,5.0,,33.0,0.555555556
821,A,2.0,,7.0,0.6,0.9,4.0,,40.0,4.444444444
822,A,1.0,7.0,7.0,0.8,1.1,60.0,,43.0,6.111111111
823,A,1.0,,7.0,0.7,1.2,8.0,,14.5,-9.722222222
824,A,0.0,7.5,7.0,1.0,1.2,16.0,,64.0,17.77777778
825,A,1.0,,7.0,1.0,1.2,10.0,,40.0,4.444444444
826,A,0.0,6.7,7.0,0.6,1.0,13.0,,54.0,12.22222222
827,A,1.0,,7.0,0.8,0.9,,,53.0,11.66666667
828,A,0.0,,7.5,0.7,0.7,22.0,,64.0,17.77777778
829,A,0.0,3.9,6.0,0.7,0.8,26.0,,77.0,25.0
830,A,0.0,,6.5,,,26.0,,81.0,27.22222222
831,A,0.0,2.9,6.5,0.5,0.5,26.0,,77.0,25.0
832,A,0.0,,6.5,1.0,1.0,29.0,,80.0,26.66666667
833,A,0.0,,6.5,0.5,1.5,30.0,,82.0,27.77777778
834,A,0.0,,6.5,0.95,1.15,30.0,,83.0,28.33333333
835,A,0.0,3.0,6.5,0.95,0.95,27.0,,80.0,26.66666667
836,A,0.0,,6.5,0.8,0.8,26.0,,80.0,26.66666667
837,A,0.0,3.6,6.5,0.4,0.8,26.0,,29.0,-1.666666667
838,A,1.0,,0.7,0.4,0.7,24.0,,72.0,22.22222222
839,A,1.0,,6.5,1.0,1.5,16.0,,63.0,17.22222222
840,A,0.0,,7.0,0.7,0.8,16.0,,57.0,13.88888889
841,A,0.0,8.0,7.0,0.6,0.6,10.0,,51.0,10.55555556
842,A,0.0,,7.0,1.6,1.8,13.0,,56.0,13.33333333
843,A,2.0,6.3,7.0,0.9,1.0,5.0,,34.0,1.111111111
844,B,1.0,8.5,7.0,0.2,0.2,4.0,,33.0,0.555555556
845,B,2.0,,8.0,0.2,0.2,3.0,,40.0,4.444444444
846,B,1.0,6.6,7.0,0.25,0.25,5.0,,43.0,6.111111111
847,B,1.0,,7.0,0.3,0.3,6.5,,10.5,-11.94444444
848,B,0.0,5.4,7.0,0.2,0.2,16.0,,65.0,18.33333333
849,B,1.0,,7.0,0.3,0.3,9.0,,43.0,6.111111111
850,B,1.0,7.2,8.0,0.3,0.3,13.0,,54.0,12.22222222
851,B,1.0,,8.0,0.2,0.2,13.0,,53.0,11.66666667
852,B,0.0,,8.5,0.1,0.1,22.0,,63.0,17.22222222
853,B,0.0,3.1,9.0,0.2,0.2,28.0,,26.0,-3.333333333
854,B,0.0,,8.0,0.1,0.1,27.0,,80.0,26.66666667
855,B,0.0,,7.0,0.1,0.1,26.0,,78.0,25.55555556
856,B,0.0,,7.0,0.2,0.2,29.0,,80.0,26.66666667
857,B,0.0,3.1,8.0,0.1,0.1,28.5,,81.0,27.22222222
858,B,0.0,,7.0,0.25,0.25,32.0,,83.0,28.33333333
859,B,0.0,2.8,6.5,0.2,0.2,28.0,,82.0,27.77777778
860,B,0.0,,6.5,0.1,0.1,26.0,,79.0,26.11111111
861,B,0.0,3.7,7.0,0.2,0.2,26.0,,29.0,-1.666666667
862,B,0.0,,8.0,0.15,0.15,23.0,,72.0,22.22222222
863,B,2.0,4.5,7.0,0.3,0.3,17.0,,63.0,17.22222222
864,B,0.0,,7.0,0.25,0.25,15.0,,58.0,14.44444444
865,B,0.0,5.3,7.0,0.2,0.2,11.0,,,-17.77777778
866,B,1.0,,7.5,0.2,0.2,13.0,,55.0,12.77777778
867,B,4.0,5.7,7.5,0.2,0.2,4.0,,35.0,1.666666667
868,C,1.0,,7.0,0.5,0.5,5.0,,33.0,0.555555556
869,C,2.0,10.0,,0.5,0.5,3.0,,40.0,4.444444444
870,C,1.0,,7.0,0.6,0.6,7.0,,43.0,6.111111111
871,C,1.0,9.1,7.0,0.5,0.6,6.0,,11.5,-11.38888889
872,C,0.0,,7.0,0.6,0.6,17.0,,22.0,-5.555555556
873,C,1.0,6.7,7.0,0.6,0.6,10.0,,45.0,7.222222222
874,C,1.0,,7.0,0.6,0.6,12.0,,55.0,12.77777778
875,C,1.0,7.4,7.5,0.4,0.4,14.0,,52.0,11.11111111
876,C,0.0,2.8,7.0,0.3,0.3,,,63.0,17.22222222
877,C,2.0,,7.0,0.4,0.4,27.0,,78.0,25.55555556
878,C,0.0,4.2,7.5,0.3,0.3,26.0,,80.0,26.66666667
879,C,0.0,,7.0,0.4,0.4,25.0,,79.0,26.11111111
880,C,0.0,3.0,7.5,0.5,0.5,29.0,,80.0,26.66666667
881,C,0.0,,7.0,0.55,0.55,30.0,,81.0,27.22222222
882,C,0.0,2.9,6.5,0.6,0.6,29.0,,83.0,28.33333333
883,C,0.0,,6.5,0.7,0.7,28.0,,82.0,27.77777778
884,C,0.0,3.6,7.0,0.3,0.3,,,80.0,26.66666667
885,C,0.0,,7.0,0.25,0.25,27.0,,30.0,-1.111111111
886,C,0.0,5.3,7.5,0.3,0.3,23.0,,72.0,22.22222222
887,C,2.0,,7.0,0.5,0.5,17.0,,63.0,17.22222222
888,C,0.0,6.2,7.0,0.5,0.5,15.0,,57.0,13.88888889
889,C,0.0,,7.0,0.5,0.5,11.0,,53.0,11.66666667
890,C,1.0,4.2,7.0,0.5,0.5,12.0,,55.0,12.77777778
891,C,3.0,,7.0,0.5,0.5,4.0,,35.0,1.666666667
892,D,1.0,,6.5,1.1,1.1,5.0,,33.0,0.555555556
893,D,0.0,10.0,6.5,1.4,1.4,4.0,,40.0,4.444444444
894,D,1.0,,6.0,1.5,1.5,5.0,,43.0,6.111111111
895,D,1.0,10.1,6.5,1.5,1.5,6.0,,37.0,2.777777778
896,D,0.0,,6.5,1.2,1.2,18.0,,21.0,-6.111111111
897,D,1.0,8.4,6.5,1.0,1.5,,,44.0,6.666666667
898,D,1.0,,6.5,1.0,1.6,12.0,,55.0,12.77777778
899,D,1.0,5.8,6.5,0.9,1.5,14.0,,52.0,11.11111111
900,D,0.0,4.9,6.5,1.1,1.35,19.0,,62.0,16.66666667
901,D,0.0,,7.0,1.0,1.4,28.0,,78.0,25.55555556
902,D,0.0,4.5,6.5,0.7,1.3,26.0,,78.0,25.55555556
903,D,0.0,,6.5,0.6,1.5,,,80.0,26.66666667
904,D,0.0,2.6,6.5,0.6,1.65,29.0,,78.0,25.55555556
905,D,0.0,3.1,6.5,0.5,1.6,28.0,,82.0,27.77777778
906,D,0.0,,6.5,0.8,1.5,29.0,,83.0,28.33333333
907,D,0.0,3.0,6.5,0.4,1.4,25.2,,78.0,25.55555556
908,D,0.0,,6.5,0.9,1.5,26.0,,30.0,-1.111111111
909,D,0.0,6.4,6.5,0.6,1.5,24.0,,72.0,22.22222222
910,D,1.0,3.3,6.5,0.8,0.8,17.0,,63.0,17.22222222
911,D,0.0,5.5,6.5,1.2,1.4,,,57.0,13.88888889
912,D,0.0,,6.5,1.4,1.4,12.0,,53.0,11.66666667
913,D,0.0,7.25,6.5,1.5,1.5,12.0,,54.0,12.22222222
914,D,,3.0,6.5,1.5,1.5,5.0,,35.0,1.666666667
915,Bay,1.0,8.2,6.5,0.4,0.4,6.0,,33.0,0.555555556
916,Bay,1.0,9.5,6.5,0.2,0.3,7.0,,40.0,4.444444444
917,Bay,0.0,5.9,6.5,0.2,0.25,15.5,,43.0,6.111111111
918,Bay,1.0,7.5,7.0,0.1,0.1,6.0,,37.0,2.777777778
919,Bay,1.0,3.7,6.5,0.1,0.5,15.0,,64.0,17.77777778
920,Bay,0.0,7.7,6.5,0.2,0.45,9.0,,43.3,6.277777778
921,Bay,0.0,7.6,7.0,0.1,0.1,14.0,,52.5,11.38888889
922,Bay,1.0,5.7,6.5,0.2,0.5,13.0,,52.0,11.11111111
923,Bay,0.0,7.1,6.5,0.35,0.45,16.0,,62.0,16.66666667
924,Bay,0.0,5.6,6.5,0.4,0.75,,,75.6,24.22222222
925,Bay,0.0,4.8,6.5,0.5,0.7,26.0,,77.0,25.0
926,Bay,0.0,3.3,6.5,0.5,0.8,25.0,,77.0,25.0
927,Bay,1.0,4.7,6.5,0.5,0.6,27.0,,77.0,25.0
928,Bay,2.0,3.1,6.5,0.5,0.55,27.0,,79.0,26.11111111
929,Bay,0.0,3.15,6.5,0.55,0.6,27.0,,81.5,27.5
930,Bay,0.0,4.75,6.5,0.4,0.8,26.0,,79.9,26.61111111
931,Bay,0.0,5.2,6.5,0.4,0.6,24.0,,78.0,25.55555556
932,Bay,0.0,4.0,6.5,0.45,0.65,24.0,,29.0,-1.666666667
933,Bay,1.0,4.3,7.0,0.4,0.7,23.0,,71.8,22.11111111
934,Bay,1.0,5.8,6.5,0.6,0.7,18.0,,63.0,17.22222222
935,Bay,1.0,5.9,6.5,0.5,0.6,14.0,,57.0,13.88888889
936,Bay,0.0,5.9,6.5,0.5,0.5,11.0,,51.0,10.55555556
937,Bay,0.0,6.3,6.5,0.4,0.65,11.0,,53.6,12.0
938,Bay,2.0,5.2,6.5,0.3,0.3,4.0,,33.0,0.555555556
939,A,0.0,,6.5,1.0,1.0,12.0,,59.0,15.0
940,A,0.0,5.5,7.0,0.8,0.8,5.0,,38.0,3.333333333
941,A,2.0,,7.0,1.0,1.0,10.0,,45.0,7.222222222
942,A,1.0,6.2,7.0,1.1,1.1,5.0,,34.0,1.111111111
943,A,1.0,,7.0,0.7,0.7,0.7,,45.0,7.222222222
944,A,0.0,3.3,7.0,0.3,0.9,19.0,,70.0,21.11111111
945,A,0.0,,7.0,0.6,0.6,17.0,,54.0,12.22222222
946,A,0.0,4.7,7.0,0.6,0.75,20.0,,62.0,16.66666667
947,A,0.0,,8.0,0.7,0.85,31.0,,88.0,31.11111111
948,A,0.0,,7.0,0.8,0.8,30.0,,,-17.77777778
949,A,0.0,2.2,6.0,0.8,0.8,28.0,,,-17.77777778
950,A,0.0,,7.0,1.0,1.4,32.0,,86.0,30.0
951,A,0.0,,7.0,0.5,0.7,27.0,,73.0,22.77777778
952,A,0.0,4.2,7.0,0.3,0.5,,,73.0,22.77777778
953,A,0.0,,6.5,0.3,0.5,26.0,,79.0,26.11111111
954,A,0.0,3.4,6.5,0.6,0.8,24.0,,77.0,25.0
955,A,0.0,,6.5,0.6,0.6,9.0,,53.0,11.66666667
956,A,0.0,,7.0,0.8,0.8,14.0,,59.0,15.0
957,A,0.0,,6.5,0.9,0.9,17.0,,59.0,15.0
958,A,0.0,7.0,6.5,0.9,0.9,10.0,,45.0,7.222222222
959,B,0.0,,7.0,0.2,0.2,13.0,,59.0,15.0
960,B,0.0,6.7,7.0,0.3,0.3,34.5,,38.0,3.333333333
961,B,2.0,,7.0,,,10.0,,45.0,7.222222222
962,B,2.0,5.3,7.0,0.3,0.3,5.0,,34.0,1.111111111
963,B,2.0,,7.5,0.4,0.4,7.0,,45.0,7.222222222
964,B,0.0,5.4,8.5,0.2,0.2,20.0,,71.0,21.66666667
965,B,0.0,,8.0,0.1,0.1,17.0,,54.0,12.22222222
966,B,0.0,6.0,9.0,0.1,0.1,20.0,,62.0,16.66666667
967,B,0.0,,9.0,0.95,,35.0,,89.0,31.66666667
968,B,0.0,,8.0,0.3,0.3,30.0,,,-17.77777778
969,B,0.0,3.5,6.0,0.1,0.1,28.0,,,-17.77777778
970,B,0.0,,7.0,0.6,0.6,31.0,,86.0,30.0
971,B,0.0,,7.5,0.2,0.2,27.0,,73.0,22.77777778
972,B,0.0,2.4,7.0,0.1,0.1,26.0,,74.0,23.33333333
973,B,0.0,,6.5,0.1,0.1,27.0,,78.0,25.55555556
974,B,0.0,4.5,7.0,0.1,0.1,25.0,,77.0,25.0
975,B,0.0,,6.5,0.1,0.1,14.0,,53.0,11.66666667
976,B,0.0,5.7,6.5,0.15,0.15,13.0,,59.0,15.0
977,B,0.0,,6.5,0.2,0.2,17.0,,59.0,15.0
978,B,0.0,6.1,7.0,0.5,0.5,13.0,,45.0,7.222222222
979,C,1.0,4.3,7.0,0.4,0.4,13.0,,58.0,14.44444444
980,C,0.0,,7.0,0.6,0.6,4.5,,38.0,3.333333333
981,C,1.0,5.3,7.0,0.6,0.6,12.0,,45.0,7.222222222
982,C,2.0,,7.0,0.6,0.6,5.0,,34.0,1.111111111
983,C,1.0,6.9,7.0,0.7,0.7,6.0,,45.0,7.222222222
984,C,0.0,,8.0,0.6,0.6,21.0,,71.0,21.66666667
985,C,0.0,4.8,8.0,0.6,0.6,,,58.0,14.44444444
986,C,0.0,,7.5,0.7,0.7,21.0,,62.0,16.66666667
987,C,0.0,4.4,8.0,0.7,0.7,18.0,,64.0,17.77777778
988,C,0.0,4.8,8.5,0.6,0.6,34.0,,88.0,31.11111111
989,C,0.0,5.1,8.5,0.6,0.6,31.0,,,-17.77777778
990,C,0.0,,6.5,0.6,0.6,32.0,,,-17.77777778
991,C,0.0,5.2,7.5,0.1,0.1,32.0,,86.0,30.0
992,C,0.0,3.6,7.0,0.3,0.3,25.0,,73.0,22.77777778
993,C,0.0,,8.0,0.1,0.1,25.0,,74.0,23.33333333
994,C,0.0,2.6,6.5,0.2,0.2,25.0,,78.0,25.55555556
995,C,0.0,,6.5,,,25.0,,77.0,25.0
996,C,0.0,5.0,7.0,0.35,0.35,14.0,,,-17.77777778
997,C,0.0,,7.5,0.3,0.3,16.0,,60.0,15.55555556
998,C,0.0,5.0,7.0,0.3,0.3,17.0,,59.0,15.0
999,C,0.0,,7.0,0.4,0.4,12.0,,46.0,7.777777778
1000,D,0.0,7.6,6.5,1.4,1.4,13.0,,58.0,14.44444444
1001,D,0.0,,6.5,1.1,1.45,7.2,,38.0,3.333333333
1002,D,0.0,6.6,6.5,1.3,1.5,10.0,,44.0,6.666666667
1003,D,1.0,,6.5,1.5,1.6,6.0,,35.0,1.666666667
1004,D,1.0,7.7,6.5,1.2,1.4,6.0,,44.0,6.666666667
1005,D,0.0,,6.5,1.1,1.4,21.0,,72.0,22.22222222
1006,D,0.0,5.2,6.5,1.0,1.4,17.0,,58.0,14.44444444
1007,D,0.0,,6.5,0.8,1.5,,,62.0,16.66666667
1008,D,0.0,5.0,6.5,1.0,1.5,18.0,,63.0,17.22222222
1009,D,0.0,4.3,6.5,0.8,1.4,34.0,,88.0,31.11111111
1010,D,0.0,2.7,6.5,0.9,1.3,30.0,,,-17.77777778
1011,D,0.0,,7.5,0.9,1.3,30.0,,,-17.77777778
1012,D,0.0,4.3,6.5,0.7,1.5,32.0,,83.0,28.33333333
1013,D,0.0,2.9,6.5,0.4,0.8,31.0,,85.0,29.44444444
1014,D,0.0,2.5,,0.7,1.5,27.0,,73.0,22.77777778
1015,D,0.0,,6.5,0.9,1.4,24.0,,74.0,23.33333333
1016,D,0.0,3.9,6.5,0.7,1.0,26.0,,78.0,25.55555556
1017,D,0.0,,6.5,0.7,1.1,25.0,,77.0,25.0
1018,D,0.0,5.9,6.5,1.0,1.4,14.0,,51.0,10.55555556
1019,D,0.0,,6.0,1.4,1.4,16.0,,60.0,15.55555556
1020,D,0.0,5.9,6.5,0.9,1.3,17.0,,59.0,15.0
1021,D,0.0,,6.5,1.3,1.3,11.0,,45.0,7.222222222
1022,D,0.0,10.0,6.5,0.8,0.9,5.0,,46.0,7.777777778
1023,Bay,1.0,5.9,6.0,0.4,0.5,12.0,,57.7,14.27777778
1024,Bay,0.0,7.3,6.5,0.15,0.15,6.0,,37.4,3.0
1025,Bay,0.0,6.3,6.5,0.3,0.5,9.0,,44.0,6.666666667
1026,Bay,1.0,,6.5,0.2,0.45,5.0,,,-17.77777778
1027,Bay,1.0,7.4,6.0,0.2,0.4,6.0,,44.0,6.666666667
1028,Bay,0.0,5.2,6.0,0.2,0.5,19.0,,70.0,21.11111111
1029,Bay,0.0,6.9,6.5,0.4,0.4,15.0,,58.0,14.44444444
1030,Bay,0.0,6.3,6.5,0.4,0.6,20.0,,61.0,16.11111111
1031,Bay,0.0,6.6,6.5,0.6,0.7,18.0,,63.0,17.22222222
1032,Bay,,5.4,7.0,0.55,0.65,30.0,,87.4,30.77777778
1033,Bay,0.0,4.3,6.5,0.07,0.07,27.0,,,-17.77777778
1034,Bay,0.0,3.6,6.0,0.6,0.7,25.0,,27.0,-2.777777778
1035,Bay,0.0,5.7,6.0,0.6,0.6,28.0,,83.0,28.33333333
1036,Bay,0.0,3.7,6.5,0.6,0.6,27.0,,85.0,29.44444444
1037,Bay,0.0,4.9,6.0,0.45,0.45,25.0,,73.0,22.77777778
1038,Bay,0.0,5.0,6.5,0.1,0.1,74.0,,76.0,24.44444444
1039,Bay,0.0,4.3,6.0,0.5,0.7,25.0,,78.0,25.55555556
1040,Bay,0.0,5.3,6.5,0.6,0.7,24.0,,72.0,22.22222222
1041,Bay,0.0,6.2,6.5,0.5,0.5,16.0,,51.0,10.55555556
1042,Bay,0.0,5.7,6.5,0.5,0.5,14.0,,57.0,13.88888889
1043,Bay,0.0,6.6,6.5,0.5,0.7,18.0,,59.0,15.0
1044,Bay,0.0,7.2,6.5,0.45,0.45,11.0,,43.0,6.111111111
1045,Bay,0.0,7.6,6.5,0.2,0.2,6.0,,46.0,7.777777778
1046,A,0.0,,6.0,0.7,0.9,11.0,,48.0,8.888888889
1047,A,0.0,7.7,6.5,1.1,1.1,9.0,,46.0,7.777777778
1048,A,0.0,,6.5,1.15,1.15,9.0,,52.0,11.11111111
1049,A,0.0,8.6,7.0,1.0,1.1,7.0,,39.2,4.0
1050,A,0.0,,7.0,1.1,1.1,10.0,,57.2,14.0
1051,A,0.0,7.8,7.0,1.0,1.0,14.0,,44.6,7.0
1052,A,0.0,,7.5,0.4,1.1,17.0,,59.0,15.0
1053,A,0.0,,7.0,0.6,1.0,19.0,,62.6,17.0
1054,A,0.0,,7.0,0.9,0.9,21.0,,60.8,16.0
1055,A,0.0,,6.5,0.8,0.8,22.0,,71.0,21.66666667
1056,A,0.0,5.0,7.0,0.7,0.7,20.0,,77.0,25.0
1057,A,0.0,3.6,6.5,0.9,1.0,28.0,,73.4,23.0
1058,A,0.0,,7.0,0.8,0.8,31.0,,73.0,22.77777778
1059,A,0.0,2.0,6.5,,,28.0,,79.0,26.11111111
1060,A,0.0,,6.5,0.5,0.6,26.0,,80.0,26.66666667
1061,A,0.0,3.7,6.5,,,24.0,,70.0,21.11111111
1062,A,0.0,,6.5,0.6,0.9,21.0,,66.0,18.88888889
1063,A,0.0,6.3,,0.8,0.8,23.0,,74.0,23.33333333
1064,A,0.0,,7.0,0.8,0.8,21.0,,67.0,19.44444444
1065,A,0.0,,6.5,0.6,0.6,15.0,,61.0,16.11111111
1066,A,0.0,6.0,6.5,0.6,0.95,17.0,,65.0,18.33333333
1067,A,0.0,,6.5,0.6,0.9,15.0,,65.0,18.33333333
1068,A,0.0,7.8,,0.65,0.75,13.0,,58.0,14.44444444
1069,B,0.0,,7.0,0.3,0.3,11.0,,48.0,8.888888889
1070,B,0.0,5.7,7.0,0.2,0.2,8.0,,46.0,7.777777778
1071,B,0.0,,7.0,0.2,0.2,9.0,,54.0,12.22222222
1072,B,0.0,8.5,7.0,0.2,0.2,,,39.2,4.0
1073,B,0.0,,7.0,0.3,0.3,11.0,,57.2,14.0
1074,B,0.0,7.7,7.0,0.2,0.2,12.0,,48.2,9.0
1075,B,0.0,,8.0,0.25,0.25,17.0,,59.0,15.0
1076,B,0.0,8.0,7.0,0.2,0.2,18.0,,62.6,17.0
1077,B,0.0,,9.0,0.1,0.1,21.0,,60.8,16.0
1078,B,0.0,,6.0,0.2,0.2,22.0,,71.0,21.66666667
1079,B,0.0,4.4,7.0,0.1,0.1,26.0,,77.0,25.0
1080,B,0.0,3.8,6.0,0.4,0.4,23.0,,68.0,20.0
1081,B,0.0,4.7,6.5,0.2,0.2,27.0,,73.4,23.0
1082,B,0.0,,6.5,0.2,0.2,20.0,,72.0,22.22222222
1083,B,0.0,2.9,6.5,0.2,0.2,29.0,,79.0,26.11111111
1084,B,0.0,,9.0,0.1,0.1,30.0,,80.0,26.66666667
1085,B,0.0,3.5,6.5,0.2,0.2,25.0,,70.0,21.11111111
1086,B,0.0,,6.5,0.2,0.2,18.0,,66.0,18.88888889
1087,B,0.0,8.2,7.0,0.4,0.4,23.0,,73.0,22.77777778
1088,B,0.0,,7.5,0.3,0.3,22.0,,67.0,19.44444444
1089,B,0.0,,7.0,0.2,0.2,19.0,,62.0,16.66666667
1090,B,0.0,6.8,6.5,0.3,0.3,18.0,,65.0,18.33333333
1091,B,0.0,,7.0,0.2,0.2,16.0,,65.0,18.33333333
1092,B,0.0,7.7,6.0,0.1,0.2,15.0,,58.0,14.44444444
1093,C,0.0,5.9,7.0,0.5,0.5,10.0,,48.0,8.888888889
1094,C,0.0,,7.0,0.5,0.5,10.0,,47.0,8.333333333
1095,C,0.0,8.8,7.0,0.5,0.5,9.0,,54.0,12.22222222
1096,C,0.0,,7.0,0.6,0.6,7.0,,39.2,4.0
1097,C,0.0,9.9,7.5,0.5,0.5,10.0,,57.2,14.0
1098,C,0.0,,8.0,0.4,0.4,14.0,,44.6,7.0
1099,C,0.0,8.2,8.0,0.4,0.4,14.0,,59.0,15.0
1100,C,0.0,,7.0,0.3,0.3,18.0,,62.6,17.0
1101,C,0.0,9.0,8.5,0.1,0.3,19.0,,60.8,16.0
1102,C,0.0,,8.0,,,23.0,,71.0,21.66666667
1103,C,0.0,,9.5,0.2,0.2,29.0,,77.0,25.0
